Postal Code|Place Name|Province|Latitude|Longitude
E1N|Miramichi South|New Brunswick|47.0155|-65.5071
E1V|Miramichi North|New Brunswick|47.0085|-65.5833
E1W|Caraquet|New Brunswick|47.7624|-65.0324
E1X|Tracadie-Sheila|New Brunswick|47.4883|-64.9189
E2A|Bathurst|New Brunswick|47.6605|-65.6414
E2E|Rothesay
E2G|Quispamsis|New Brunswick|45.4397|-65.9392
E2H|Saint John Northeast
E2J|Saint John East|New Brunswick|45.286|-66.0421
E2K|Saint John North|New Brunswick|45.2746|-66.0871
E2L|Saint John Central|New Brunswick|45.2742|-66.0645
E2M|Saint John West|New Brunswick|45.2758|-66.0845
E2N|Saint John Lakewood|New Brunswick|45.3151|-65.9615
E2P|Saint John Red Head|New Brunswick|45.2488|-66.0025
E2R|Saint John Grandview|New Brunswick|45.2735|-66.0099
E2S|Saint John Loch Lomond|New Brunswick|45.3679|-65.9564
E2V|Oromocto|New Brunswick|45.8509|-66.467
E3A|Fredericton North|New Brunswick|45.9784|-66.6905
E3B|Fredericton South New Brunswick Provincial Government|New Brunswick|45.9535|-66.6704
E3C|Fredericton Southwest
E3E|Kingsclear|New Brunswick|45.8134|-66.932
E3L|St. Stephen|New Brunswick|45.1728|-67.2946
E3N|Campbellton|New Brunswick|48.0091|-66.6707
E3V|Edmundston|New Brunswick|47.3614|-68.3218
E3Y|Grand Falls Northeast|New Brunswick|47.052|-67.7368
E3Z|Grand Falls Central|New Brunswick|47.0471|-67.7527
E4A|Bathurst|New Brunswick|46.1655|-65.872
E4B|Minto|New Brunswick|45.9393|-66.09
E4C|Youngs Cove|New Brunswick|45.808|-65.9652
E4E|Sussex|New Brunswick|45.7223|-65.5108
E4G|Smiths Creek|New Brunswick|45.9078|-65.5334
E4H|Hillsborough|New Brunswick|45.9078|-64.8245
E4J|Salisbury|New Brunswick|45.9787|-64.9898
E4K|Dorchester|New Brunswick|46.0477|-64.6202
E4L|Sackville|New Brunswick|45.8919|-64.3699
E4M|Bayfield|New Brunswick|46.0957|-63.9068
E4N|Cap-Pelé|New Brunswick|46.2313|-64.2615
E4P|Shediac|New Brunswick|46.2165|-64.5128
E4R|Cocagne|New Brunswick|46.2324|-64.785
E4S|Bouctouche|New Brunswick|46.4171|-64.9241
E4T|Bass River|New Brunswick|46.3026|-64.9648
E4V|Saint-Antoine|New Brunswick|46.3131|-64.5853
E4W|Richibucto|New Brunswick|46.6493|-64.8842
E4X|St-Louis-de-Kent|New Brunswick|46.735|-64.9744
E4Y|Rogersville|New Brunswick|46.7333|-65.4489
E4Z|Petitcodiac|New Brunswick|45.751|-65.048
E5A|Moores Mills|New Brunswick|45.2441|-66.9929
E5B|St. Andrews|New Brunswick|45.0732|-67.0428
E5C|St. George|New Brunswick|45.2441|-66.9929
E5E|Campobello Island|New Brunswick|44.887|-66.95
E5G|Grand Manan Island|New Brunswick|44.6586|-66.8625
E5H|Pennfield|New Brunswick|45.0766|-66.77
E5J|Lepreau|New Brunswick|45.2116|-66.3491
E5K|Grand Bay-Westfield|New Brunswick|45.331|-66.2095
E5L|Fredericton Junction|New Brunswick|45.5281|-66.511
E5M|Gagetown|New Brunswick|45.6287|-66.1751
E5N|Hampton|New Brunswick|45.5263|-65.8155
E5P|Apohaqui|New Brunswick|45.8489|-65.788
E5R|St. Martins|New Brunswick|45.3849|-65.6331
E5S|Kingston|New Brunswick|45.3571|-66.0858
E5T|Norton|New Brunswick|45.6769|-65.884
E5V|Deer Island|New Brunswick|45.0481|-66.9556
E6A|Boiestown|New Brunswick|46.2767|-66.7384
E6B|Stanley|New Brunswick|46.2324|-66.6683
E6C|Durham Bridge|New Brunswick|45.9523|-66.6717
E6E|Millville|New Brunswick|46.1296|-67.1953
E6G|Nackawic|New Brunswick|45.9942|-67.2397
E6H|Canterbury|New Brunswick|45.7207|-67.6516
E6J|McAdam|New Brunswick|45.5927|-67.2973
E6K|Harvey|New Brunswick|45.6975|-66.9557
E6L|Burtts Corner|New Brunswick|46.12|-66.9477
E7A|Baker Brook|New Brunswick|47.2542|-68.7211
E7B|Saint-Jacques|New Brunswick|47.4785|-68.415
E7C|Saint-Basile|New Brunswick|47.3516|-68.2208
E7E|Saint-Leonard|New Brunswick|47.1717|-67.925
E7G|Plaster Rock|New Brunswick|46.9097|-67.3971
E7H|Perth-Andover|New Brunswick|46.7284|-67.7057
E7J|Bath|New Brunswick|46.5082|-67.5871
E7K|Centreville|New Brunswick|46.4328|-67.7105
E7L|Florenceville|New Brunswick|46.4418|-67.63
E7M|Woodstock|New Brunswick|46.1368|-67.5817
E7N|Debec|New Brunswick|46.0089|-67.7236
E7P|Hartland|New Brunswick|46.3709|-67.445
E8A|Saint-Quentin|New Brunswick|47.5021|-67.3897
E8B|Kedgwick|New Brunswick|47.6454|-67.3437
E8C|Dalhousie|New Brunswick|48.0477|-66.4004
E8E|Balmoral|New Brunswick|47.9879|-66.5145
E8G|Belledune|New Brunswick|47.8741|-65.9102
E8J|Petit-Rocher|New Brunswick|47.7634|-65.8276
E8K|Beresford|New Brunswick|47.6736|-65.6795
E8L|Allardville|New Brunswick|47.5887|-65.0979
E8M|Saint-Isidore|New Brunswick|47.8022|-65.1862
E8N|Grande-Anse|New Brunswick|47.8219|-65.0917
E8P|Inkerman|New Brunswick|47.6656|-64.9543
E8R|Paquetville|New Brunswick|47.7443|-64.7222
E8S|Shippagan|New Brunswick|47.7456|-64.7143
E8T|Lamèque|New Brunswick|47.792|-64.652
E9A|Baie-Sainte-Anne|New Brunswick|46.7385|-65.8528
E9B|Blackville|New Brunswick|46.7772|-65.8638
E9C|Doaktown|New Brunswick|46.4477|-66.2584
E9E|Red Bank|New Brunswick|46.9795|-65.6715
E9G|Neguac|New Brunswick|47.2316|-65.1378
E9H|Brantville|New Brunswick|47.3272|-65.011
A0A|Southeastern Avalon Peninsula (Ferryland)|Newfoundland and Labrador|47.0073|-52.9589
A0B|Western Avalon Peninsula (Argentia)|Newfoundland and Labrador|47.7609|-53.9834
A0C|Bonavista Peninsula (Bonavista)|Newfoundland and Labrador|48.3464|-53.9646
A0E|Burin Peninsula (Marystown)|Newfoundland and Labrador|47.3597|-54.8984
A0G|Northeast Newfoundland (Lewisporte)|Newfoundland and Labrador|49.4536|-54.1045
A0H|Central Newfoundland (Bishops Falls)|Newfoundland and Labrador|49.1301|-56.0845
A0J|Northern Newfoundland (Springdale)|Newfoundland and Labrador|49.5959|-55.6739
A0K|Northwest Newfoundland/Eastern Labrador (Mary's Harbour)|Newfoundland and Labrador|51.2327|-56.7969
A0L|Western Newfoundland (Lark Harbour)|Newfoundland and Labrador|48.9934|-58.1009
A0M|Southwestern Newfoundland (Channel-Port aux Basques)|Newfoundland and Labrador|48.1816|-58.858
A0N|Port au Port Peninsula region (St. George's)|Newfoundland and Labrador|48.6113|-58.8736
A0P|Central Labrador (Happy Valley-Goose Bay)|Newfoundland and Labrador|55.8889|-60.8805
A0R|North/Western Labrador (Churchill Falls)|Newfoundland and Labrador|53.5329|-64.0145
A1A|St. John's North|Newfoundland and Labrador|47.571|-52.6961
A1B|St. John's Northwest Newfoundland & Labrador Provincial Government|Newfoundland and Labrador|47.5736|-52.7083
A1C|St. John's North Central|Newfoundland and Labrador|47.5677|-52.7031
A1E|St. John's Central|Newfoundland and Labrador|47.5507|-52.7147
A1G|St. John's South|Newfoundland and Labrador|47.5295|-52.7417
A1H|St. John's Southwest|Newfoundland and Labrador|47.4926|-52.8123
A1K|Torbay|Newfoundland and Labrador|47.6542|-52.7367
A1L|Paradise|Newfoundland and Labrador|47.5363|-52.8389
A1M|Portugal Cove-St. Philips|Newfoundland and Labrador|47.5982|-52.8384
A1N|Mount Pearl|Newfoundland and Labrador|47.5203|-52.7789
A1S|Goulds|Newfoundland and Labrador|47.462|-52.7895
A1V|Gander|Newfoundland and Labrador|48.9632|-54.6169
A1W|Manuels|Newfoundland and Labrador|47.5329|-52.9132
A1X|Conception Bay|Newfoundland and Labrador|47.5238|-52.9595
A1Y|Carbonear|Newfoundland and Labrador|48.9268|-55.6613
A2A|Grand Falls|Newfoundland and Labrador|48.9249|-55.6493
A2B|Windsor|Newfoundland and Labrador|48.949|-55.6725
A2H|Corner Brook|Newfoundland and Labrador|48.9654|-57.9225
A2N|Stephenville|Newfoundland and Labrador|48.5656|-58.6
A2V|Labrador City|Newfoundland and Labrador|52.9348|-66.9145
A5A|Clarenville|Newfoundland and Labrador|48.1666|-53.9628
A8A|Deer Lake|Newfoundland and Labrador|49.1778|-57.413
B0C|North Victoria County (Dingwall)|Nova Scotia|46.2811|-60.2825
B0E|West Cape Breton Island (Baddeck)|Nova Scotia|45.5148|-60.966
B0H|Canso region (Havre Boucher)|Nova Scotia|45.6051|-61.6975
B0J|Mainland east shore (Lunenburg)|Nova Scotia|45.1458|-61.8108
B0K|Southern Northumberland Strait (Pictou)|Nova Scotia|45.5808|-62.1969
B0L|Isthmus of Chignecto (River Hébert)|Nova Scotia|45.5802|-64.6646
B0M|Cobequid Bay north shore (Springhill)|Nova Scotia|45.3317|-64.7596
B0N|Hants County (Shubenacadie)|Nova Scotia|44.8794|-63.7254
B0P|Kings County (Kingston)|Nova Scotia|45.0191|-64.8882
B0R|West Lunenburg County (New Germany)|Nova Scotia|44.7424|-65.5111
B0S|West Annapolis County (Middleton)|Nova Scotia|44.6491|-65.5472
B0T|Queens County (Shelburne)|Nova Scotia|43.7029|-65.1119
B0V|Digby Neck (Digby)|Nova Scotia|44.03|-65.9445
B0W|Southwest Mainland (Weymouth)|Nova Scotia|43.8187|-65.9517
B1A|Glace Bay|Nova Scotia|46.1794|-59.9477
B1B|Port Morien|Nova Scotia|46.1365|-59.8717
B1C|Louisbourg|Nova Scotia|46.2152|-60.2452
B1E|Reserve Mines|Nova Scotia|46.2003|-60.0215
B1G|Dominion|Nova Scotia|46.2063|-60.0255
B1H|New Waterford|Nova Scotia|46.2295|-60.0941
B1J|East Bay|Nova Scotia|45.8365|-60.4435
B1K|Marion Bridge|Nova Scotia|46.1309|-60.1864
B1L|Sydney Southwest|Nova Scotia|46.0911|-60.2462
B1M|Sydney East|Nova Scotia|46.169|-60.1013
B1N|Sydney North|Nova Scotia|46.167|-60.1943
B1P|Sydney North Central|Nova Scotia|46.1337|-60.1939
B1R|Sydney West|Nova Scotia|46.1224|-60.2236
B1S|Sydney Central|Nova Scotia|46.1334|-60.1947
B1T|Christmas Island|Nova Scotia|46.1122|-60.2372
B1V|North Sydney North|Nova Scotia|46.2383|-60.2165
B1W|Eskasoni|Nova Scotia|45.9245|-60.6449
B1X|Big Bras d'Or|Nova Scotia|46.2667|-60.4333
B1Y|Alder Point|Nova Scotia|46.1811|-60.5067
B2A|North Sydney South Central|Nova Scotia|46.2397|-60.0998
B2C|Iona|Nova Scotia|45.6218|-62.0004
B2E|Loch Lomond|Nova Scotia|45.6272|-61.9977
B2G|Antigonish|Nova Scotia|45.6243|-61.9996
B2H|New Glasgow|Nova Scotia|45.5937|-62.6585
B2J|Fourchu|Nova Scotia|45.3747|-63.2951
B2N|Truro|Nova Scotia|45.3486|-63.3029
B2R|Waverley|Nova Scotia|44.7431|-63.5144
B2S|Lantz|Nova Scotia|44.9775|-63.4209
B2T|Enfield|Nova Scotia|44.8488|-63.5999
B2V|Dartmouth Morris Lake|Nova Scotia|44.669|-63.5019
B2W|Dartmouth East Central|Nova Scotia|44.6449|-63.5433
B2X|Dartmouth North Central|Nova Scotia|44.6829|-63.5442
B2Y|Dartmouth South Central|Nova Scotia|44.7314|-63.6482
B2Z|Dartmouth East|Nova Scotia|44.7104|-63.4759
B3A|Dartmouth Southwest|Nova Scotia|44.6663|-63.5763
B3B|Dartmouth Northwest|Nova Scotia|44.6886|-63.6076
B3E|Porters Lake|Nova Scotia|44.7227|-63.3973
B3G|Eastern Passage|Nova Scotia|44.6156|-63.4929
B3H|Halifax Lower Harbour|Nova Scotia|44.6224|-63.5736
B3J|Halifax Mid-Harbour Nova Scotia Provincial Government|Nova Scotia|44.641|-63.5682
B3K|Halifax Upper Harbour|Nova Scotia|44.6514|-63.5818
B3L|Halifax Central|Nova Scotia|44.6464|-63.5929
B3M|Halifax Bedford Basin|Nova Scotia|44.6617|-63.6291
B3N|Halifax South Central|Nova Scotia|44.6327|-63.6219
B3P|Halifax North West Arm|Nova Scotia|44.6284|-63.596
B3R|Halifax South|Nova Scotia|44.5829|-63.5671
B3S|Halifax West|Nova Scotia|44.6408|-63.6723
B3T|Lakeside|Nova Scotia|44.6404|-63.6888
B3V|Harrietsfield|Nova Scotia|44.5682|-63.6177
B3Z|Tantallon|Nova Scotia|44.5539|-63.8307
B4A|Bedford Southeast|Nova Scotia|44.7089|-63.6676
B4B|Bedford Northwest|Nova Scotia|44.7235|-63.6899
B4C|Lower Sackville South|Nova Scotia|44.7765|-63.6854
B4E|Lower Sackville West|Nova Scotia|44.7803|-63.6916
B4G|Lower Sackville North|Nova Scotia|44.805|-63.667
B4H|Amherst|Nova Scotia|45.8353|-64.2182
B4N|Kentville|Nova Scotia|45.0899|-64.4963
B4P|Wolfville|Nova Scotia|45.0917|-64.3599
B4R|Coldbrook|Nova Scotia|44.3695|-64.5197
B4V|Bridgewater|Nova Scotia|44.3683|-64.506
B5A|Yarmouth|Nova Scotia|43.8245|-66.1207
B9A|Port Hawkesbury|Nova Scotia|45.612|-61.3486
X0E|Central Northwest Territories (Inuvik)|Northwest Territory|62.4043|-110.7417
X0G|Southwestern Northwest Territories (Fort Liard)|Northwest Territory|60.25|-123.41
X1A|Yellowknife|Northwest Territory|62.4725|-114.3417
X0A|Outer Nunavut (Iqaluit)|Nunavut Territory|70.4643|-68.4789
X0B|Central Nunavut (Cambridge Bay)|Nunavut Territory|67.6963|-107.9068
X0C|Inner Nunavut (Rankin Inlet)|Nunavut Territory|62.2237|-92.5904
K0A|National Capital Region (Almonte)|Ontario|45.1953|-76.1496
K0B|Prescott and Russell United Counties (Alfred)|Ontario|45.4131|-74.9148
K0C|Stormont
K0E|South Leeds and Grenville United Counties (Prescott)|Ontario|44.6478|-75.7656
K0G|Rideau Lakes area (Kemptville)|Ontario|45.0113|-75.6459
K0H|Frontenac County
K0J|Renfrew County and Lanark Highlands Township (Deep River)|Ontario|45.3985|-78.0836
K0K|Quinte Shores
K0L|Peterborough County and North Hastings County (Lakefield)|Ontario|44.8324|-77.9302
K0M|Kawartha lakes and Haliburton County (Bobcaygeon)|Ontario|44.438|-78.6828
K1A|Government of Canada Ottawa and Gatineau offices|Ontario|45.4207|-75.7023
K1B|Gloucester (Blackburn Hamlet / Pine View)|Ontario|45.4325|-75.5624
K1C|Gloucester (West Orleans)|Ontario|45.4805|-75.5237
K1E|Orleans (Queenswood)|Ontario|45.4882|-75.5199
K1G|Ottawa (Riverview / Hawthorne)|Ontario|45.4118|-75.6304
K1H|Ottawa (Alta Vista)|Ontario|45.3938|-75.6639
K1J|Gloucester (Beacon Hill / Cyrville)|Ontario|45.422|-75.6303
K1K|Ottawa (Overbrook)|Ontario|45.4354|-75.6475
K1L|Ottawa (Vanier)|Ontario|45.44|-75.6524
K1M|Ottawa (Rockcliffe Park / New Edinburgh)|Ontario|45.4461|-75.6744
K1N|Ottawa (Lower Town / Sandy Hill / University of Ottawa)|Ontario|45.3176|-75.895
K1P|Ottawa (Parliament Hill)|Ontario|45.423|-75.702
K1R|Ottawa (West Downtown area)|Ontario|45.4|-75.7235
K1S|Ottawa (The Glebe / Ottawa South / Ottawa East)|Ontario|45.4127|-75.6742
K1T|Gloucester (Blossom Park / Hunt Club East / Leitrim)|Ontario|45.352|-75.6421
K1V|Ottawa (Riverside Park / Hunt Club West / Riverside South / YOW)|Ontario|45.3523|-75.6512
K1W|Gloucester (South Orleans)|Ontario|45.436|-75.5471
K1X|Gloucester South|Ontario|45.2884|-75.5992
K1Y|Ottawa West|Ontario|45.399|-75.7304
K1Z|Ottawa (Westboro)|Ontario|45.3956|-75.7462
K2A|Ottawa (Highland Park / Carlingwood)|Ontario|45.3778|-75.7632
K2B|Ottawa (Britannia / Pinecrest)|Ontario|45.3679|-75.7888
K2C|Ottawa (Queensway / Copeland / Carlington / Carleton Heights)|Ontario|45.3594|-75.7523
K2E|Nepean East|Ontario|45.3353|-75.7209
K2G|Nepean (Davidson Heights)|Ontario|45.3286|-75.7703
K2H|Nepean (Bells Corners)|Ontario|45.3155|-75.837
K2J|Nepean (Barrhaven)|Ontario|45.2882|-75.7566
K2K|Kanata (Beaverbrook / South March)|Ontario|45.3339|-75.9098
K2L|Kanata (Katimavik-Hazeldean / Glen Cairn)|Ontario|45.3125|-75.8838
K2M|Kanata (Bridlewood)|Ontario|45.2884|-75.8648
K2P|Ottawa (Centre Town)|Ontario|45.4129|-75.6901
K2R|Nepean (Fallowfield Village / Cedarhill Estates / Orchard Estates)|Ontario|45.2776|-75.7902
K2S|Stittsville|Ontario|45.2573|-75.9153
K2T|Kanata (Marchwood)|Ontario|45.3121|-75.9217
K2V|Kanata (Terry Fox / Palladium)|Ontario|45.3018|-75.9081
K2W|Kanata (North March)|Ontario|45.3564|-75.9445
K4A|Orleans (Fallingbrook)|Ontario|45.4769|-75.4835
K4B|Cumberland Township|Ontario|45.4251|-75.4288
K4C|Cumberland|Ontario|45.5177|-75.4108
K4K|Rockland|Ontario|45.5415|-75.3062
K4M|Manotick|Ontario|45.2289|-75.6817
K4P|Greely|Ontario|45.258|-75.5762
K4R|Russell|Ontario|45.2573|-75.3675
K6A|Hawkesbury|Ontario|45.6101|-74.6085
K6H|Cornwall East|Ontario|45.0186|-74.7129
K6J|Cornwall West|Ontario|45.0149|-74.7279
K6K|Cornwall North|Ontario|45.0607|-74.7542
K6T|Elizabethtown|Ontario|44.618|-75.6895
K6V|Brockville|Ontario|44.5906|-75.6808
K7A|Smiths Falls|Ontario|44.8995|-76.021
K7C|Carleton Place|Ontario|45.135|-76.1313
K7G|Gananoque|Ontario|44.3319|-76.1471
K7H|Perth|Ontario|44.902|-76.2457
K7K|Kingston (SW Pittsburgh Township)|Ontario|44.2322|-76.4799
K7L|Kingston (Downtown)|Ontario|44.231|-76.4791
K7M|Kingston (Reddendale / Cataraqui / Collins Bay)|Ontario|44.2274|-76.5134
K7N|Amherstview|Ontario|44.2255|-76.629
K7P|Kingston (Westbrook / Cataraqui Woods / Cedarwood)|Ontario|44.2507|-76.5828
K7R|Napanee|Ontario|44.2538|-76.943
K7S|Arnprior|Ontario|45.4238|-76.3624
K7V|Renfrew|Ontario|45.4779|-76.6731
K8A|Pembroke Central and northern subdivisions|Ontario|45.8173|-77.1174
K8B|Pembroke (Pleasant View / Fairview)|Ontario|45.815|-77.1107
K8H|Petawawa|Ontario|45.9151|-77.2754
K8N|Belleville East|Ontario|44.1607|-77.369
K8P|Belleville West|Ontario|44.1605|-77.3846
K8R|Belleville (SE Sidney Township / Avondale)|Ontario|44.1312|-77.4521
K8V|Trenton|Ontario|44.1106|-77.5569
K9A|Cobourg|Ontario|43.9851|-78.1621
K9H|Peterborough North|Ontario|44.299|-78.3145
K9J|Peterborough South|Ontario|44.2763|-78.313
K9K|Peterborough (Fairbairn Meadows / Jackson Heights)|Ontario|44.279|-78.3659
K9L|Peterborough (Terra View Heights / Woodland Acres / Donwood)|Ontario|44.3238|-78.303
K9V|Lindsay|Ontario|44.3512|-78.7192
L0A|West Northumberland County (Millbrook)|Ontario|44.1836|-78.5563
L0B|East Durham Regional Municipality (Orono)|Ontario|44.0286|-79.0015
L0C|West Durham Regional Municipality (Sunderland)|Ontario|44.0371|-79.1964
L0E|Lake Simcoe Southeast Shore (Sutton West)|Ontario|44.2406|-79.357
L0G|Ontario Centre (Queensville)|Ontario|44.1595|-79.8733
L0H|Whitby Region (Gormley)|Ontario|43.9282|-79.1201
L0J|North Peel Regional Municipality (Kleinburg)|Ontario|43.7788|-79.4991
L0K|Lake Simcoe North Shore (Coldwater)|Ontario|44.6072|-79.6291
L0L|Lake Simcoe West Shore (Oro)|Ontario|44.1535|-79.8683
L0M|Georgian Bay South Shore (Angus)|Ontario|44.1476|-79.872
L0N|Dufferin County (Shelburne)|Ontario|43.8582|-80.0696
L0P|Halton Regional Municipality (Campbellville)|Ontario|43.7882|-79.6754
L0R|East Haldimand County (Waterdown)|Ontario|43.1661|-80.0702
L0S|Niagara Regional Municipality (Fonthill)|Ontario|43.0796|-79.199
L1A|Port Hope|Ontario|43.9427|-78.2944
L1B|Bowmanville East|Ontario|43.8966|-78.6309
L1C|Bowmanville West|Ontario|43.9014|-78.6755
L1E|Courtice|Ontario|43.914|-78.6925
L1G|Oshawa Central|Ontario|43.898|-78.8656
L1H|Oshawa Southeast|Ontario|43.8973|-78.8641
L1J|Oshawa Southwest|Ontario|43.8587|-78.8341
L1K|Oshawa East|Ontario|43.9091|-78.8088
L1L|Oshawa North|Ontario|43.9527|-78.8795
L1M|Whitby North|Ontario|43.9561|-78.9556
L1N|Whitby Southeast|Ontario|43.8581|-78.9319
L1P|Whitby Southwest|Ontario|43.8744|-78.9638
L1R|Whitby Central|Ontario|43.9018|-78.9347
L1S|Ajax Southwest|Ontario|43.8265|-78.9991
L1T|Ajax Northwest|Ontario|43.8603|-79.0434
L1V|Pickering Southwest|Ontario|43.8087|-79.1307
L1W|Pickering South|Ontario|43.8125|-79.0827
L1X|Pickering Central|Ontario|43.8449|-79.0996
L1Y|Pickering North|Ontario|43.9903|-79.1004
L1Z|Ajax East|Ontario|43.8627|-79.0136
L2A|Fort Erie|Ontario|42.8845|-78.9398
L2E|Niagara Falls Central|Ontario|43.0939|-79.0699
L2G|Niagara Falls Southeast|Ontario|43.0963|-79.074
L2H|Niagara Falls West|Ontario|43.1148|-79.1238
L2J|Niagara Falls North|Ontario|43.1155|-79.0916
L2M|St. Catharines Northeast|Ontario|43.2237|-79.2191
L2N|St. Catharines Northwest|Ontario|43.1751|-79.2389
L2P|St. Catharines East|Ontario|43.1418|-79.2133
L2R|St. Catharines Central|Ontario|43.1719|-79.227
L2S|St. Catharines Southwest|Ontario|43.1275|-79.2631
L2T|St. Catharines South|Ontario|43.1334|-79.1989
L2V|St. Catharines Southeast|Ontario|43.1017|-79.1997
L2W|St. Catharines West|Ontario|43.1743|-79.2744
L3B|Welland East|Ontario|42.9859|-79.2232
L3C|Welland West|Ontario|42.9989|-79.2466
L3K|Port Colborne|Ontario|42.8754|-79.237
L3M|Grimsby|Ontario|43.2005|-79.6292
L3P|Markham Central|Ontario|43.8605|-79.3279
L3R|Markham Outer Southwest|Ontario|43.86|-79.3605
L3S|Markham Southeast|Ontario|43.831|-79.2768
